,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
65530,26.0,4.0,18.0,5.0,3802.0,northern_america,0.0,62.0,1.0,1.0
65531,46.0,6.0,16.0,1.0,8990.0,latin_america,1.0,48.0,1.0,1.0
65532,69.0,2.0,21.0,3.0,420.0,northern_america,0.0,35.0,2.0,1.0
65533,45.0,4.0,21.0,1.0,5220.0,eastern_asia,1.0,40.0,1.0,6.0
65534,47.0,1.0,21.0,1.0,1065.0,northern_america,1.0,40.0,1.0,1.0
65535,42.0,1.0,21.0,1.0,1650.0,northern_america,0.0,40.0,1.0,1.0
65536,41.0,3.0,19.0,1.0,3840.0,northern_america,0.0,44.0,1.0,8.0
65537,53.0,1.0,1.0,1.0,4030.0,south_eastern_asia,1.0,30.0,1.0,6.0
65538,65.0,3.0,21.0,5.0,3870.0,northern_america,0.0,10.0,2.0,1.0
65539,67.0,6.0,19.0,1.0,1545.0,northern_america,1.0,30.0,1.0,1.0
65540,63.0,1.0,19.0,1.0,5410.0,latin_america,1.0,40.0,1.0,1.0
65541,33.0,2.0,21.0,5.0,1050.0,northern_america,0.0,40.0,2.0,1.0
65542,32.0,1.0,11.0,5.0,7640.0,northern_america,5.0,40.0,1.0,1.0
65543,38.0,1.0,21.0,5.0,2600.0,southern_europe,0.0,70.0,1.0,1.0
65544,19.0,4.0,16.0,5.0,9620.0,northern_america,16.0,24.0,1.0,1.0
65545,55.0,3.0,19.0,1.0,5740.0,northern_america,1.0,40.0,2.0,1.0
65546,52.0,1.0,19.0,3.0,9130.0,northern_america,0.0,40.0,1.0,1.0
65547,59.0,1.0,20.0,1.0,5240.0,south_eastern_asia,0.0,40.0,2.0,6.0
65548,29.0,1.0,22.0,5.0,220.0,northern_america,0.0,45.0,2.0,1.0
65549,49.0,1.0,19.0,5.0,4710.0,latin_america,11.0,40.0,1.0,8.0
65550,48.0,1.0,22.0,1.0,2861.0,southern_europe,1.0,55.0,1.0,1.0
65551,24.0,1.0,18.0,1.0,7130.0,northern_america,1.0,40.0,1.0,1.0
65552,49.0,1.0,1.0,1.0,4521.0,south_eastern_asia,1.0,20.0,2.0,6.0
65553,42.0,1.0,19.0,5.0,6305.0,latin_america,13.0,40.0,1.0,2.0
65554,56.0,7.0,22.0,5.0,800.0,northern_america,0.0,30.0,1.0,1.0
65555,27.0,1.0,21.0,1.0,205.0,northern_america,1.0,60.0,1.0,1.0
65556,30.0,1.0,21.0,5.0,310.0,northern_america,2.0,40.0,1.0,6.0
65557,33.0,1.0,22.0,1.0,5400.0,northern_america,0.0,40.0,2.0,1.0
65558,27.0,2.0,19.0,1.0,3500.0,south_eastern_asia,0.0,12.0,1.0,6.0
65559,18.0,1.0,16.0,5.0,8255.0,northern_america,2.0,30.0,2.0,1.0
65560,36.0,6.0,16.0,3.0,4510.0,northern_america,0.0,50.0,2.0,1.0
65561,41.0,1.0,19.0,1.0,630.0,south_eastern_asia,1.0,40.0,2.0,6.0
65562,55.0,1.0,17.0,4.0,8740.0,northern_america,0.0,35.0,2.0,1.0
65563,57.0,3.0,6.0,3.0,3602.0,latin_america,0.0,20.0,2.0,8.0
65564,33.0,1.0,19.0,5.0,310.0,northern_america,0.0,40.0,2.0,1.0
65565,21.0,5.0,16.0,1.0,3402.0,northern_america,0.0,45.0,1.0,1.0
65566,56.0,4.0,19.0,5.0,3602.0,northern_america,0.0,23.0,2.0,2.0
65567,33.0,4.0,19.0,5.0,5120.0,northern_america,0.0,40.0,1.0,1.0
65568,35.0,1.0,21.0,5.0,5540.0,eastern_asia,0.0,40.0,1.0,6.0
65569,21.0,1.0,18.0,1.0,4720.0,northern_america,9.0,45.0,2.0,8.0
65570,46.0,6.0,9.0,1.0,4251.0,latin_america,0.0,40.0,1.0,1.0
65571,28.0,1.0,19.0,5.0,51.0,northern_america,0.0,40.0,2.0,6.0
65572,18.0,1.0,16.0,5.0,4020.0,northern_america,2.0,10.0,2.0,1.0
65573,57.0,1.0,15.0,1.0,8225.0,latin_america,1.0,40.0,2.0,1.0
65574,24.0,5.0,15.0,5.0,4110.0,northern_america,17.0,20.0,1.0,5.0
65575,18.0,1.0,16.0,5.0,9365.0,northern_america,2.0,27.0,1.0,6.0
65576,33.0,1.0,16.0,1.0,4700.0,latin_america,2.0,40.0,1.0,1.0
65577,37.0,3.0,19.0,3.0,4220.0,northern_america,0.0,40.0,1.0,1.0
65578,48.0,1.0,21.0,1.0,2310.0,northern_america,0.0,45.0,2.0,2.0
65579,51.0,3.0,21.0,1.0,5521.0,northern_america,0.0,56.0,2.0,1.0
65580,35.0,1.0,9.0,3.0,6260.0,latin_america,13.0,40.0,1.0,8.0
65581,77.0,1.0,22.0,1.0,705.0,earthern_europe,0.0,2.0,2.0,1.0
65582,66.0,1.0,22.0,5.0,5010.0,northern_america,0.0,16.0,1.0,1.0
65583,28.0,1.0,16.0,1.0,5610.0,northern_america,0.0,45.0,1.0,1.0
65584,65.0,6.0,19.0,1.0,710.0,northern_america,0.0,45.0,1.0,1.0
65585,56.0,1.0,20.0,1.0,4700.0,northern_america,1.0,40.0,1.0,1.0
65586,35.0,1.0,21.0,1.0,20.0,northern_america,1.0,50.0,2.0,1.0
65587,54.0,1.0,16.0,1.0,5240.0,south_central_asia,1.0,24.0,2.0,1.0
65588,18.0,1.0,19.0,1.0,3603.0,northern_europe,1.0,40.0,2.0,1.0
65589,47.0,4.0,21.0,1.0,4220.0,northern_america,1.0,50.0,1.0,1.0
65590,54.0,1.0,11.0,1.0,8990.0,latin_america,0.0,40.0,2.0,8.0
65591,34.0,1.0,21.0,1.0,2205.0,northern_america,1.0,40.0,1.0,1.0
65592,31.0,1.0,21.0,5.0,4435.0,northern_america,0.0,45.0,1.0,1.0
65593,19.0,1.0,20.0,5.0,5810.0,northern_america,2.0,16.0,2.0,1.0
65594,67.0,1.0,16.0,2.0,1006.0,latin_america,0.0,24.0,2.0,8.0
65595,33.0,1.0,21.0,1.0,520.0,northern_america,1.0,40.0,2.0,6.0
65596,34.0,3.0,22.0,5.0,2320.0,northern_america,0.0,40.0,1.0,1.0
65597,57.0,4.0,19.0,3.0,3602.0,northern_america,10.0,25.0,2.0,2.0
65598,44.0,1.0,16.0,1.0,52.0,latin_america,0.0,50.0,2.0,1.0
65599,59.0,7.0,21.0,1.0,710.0,northern_america,0.0,45.0,1.0,1.0
65600,38.0,1.0,19.0,1.0,4930.0,northern_america,0.0,40.0,1.0,1.0
65601,51.0,2.0,20.0,1.0,910.0,south_eastern_asia,1.0,40.0,2.0,6.0
65602,47.0,1.0,18.0,3.0,5140.0,northern_america,0.0,40.0,2.0,1.0
65603,41.0,1.0,16.0,1.0,4230.0,northern_america,0.0,40.0,2.0,8.0
65604,28.0,3.0,16.0,1.0,5810.0,northern_america,9.0,40.0,1.0,1.0
65605,32.0,1.0,21.0,1.0,4621.0,northern_america,0.0,1.0,2.0,1.0
65606,67.0,7.0,21.0,1.0,120.0,eastern_asia,0.0,40.0,1.0,6.0
65607,19.0,2.0,19.0,5.0,5810.0,northern_america,2.0,24.0,2.0,6.0
65608,34.0,1.0,23.0,1.0,4920.0,northern_america,1.0,10.0,2.0,1.0
65609,39.0,1.0,21.0,1.0,4700.0,northern_america,1.0,40.0,1.0,1.0
65610,37.0,1.0,20.0,1.0,2700.0,northern_america,0.0,30.0,1.0,1.0
65611,27.0,1.0,22.0,5.0,4030.0,northern_america,2.0,25.0,1.0,1.0
65612,70.0,6.0,21.0,1.0,440.0,northern_america,1.0,50.0,1.0,1.0
65613,52.0,1.0,22.0,1.0,120.0,eastern_asia,1.0,40.0,1.0,6.0
65614,51.0,6.0,21.0,5.0,800.0,eastern_asia,0.0,30.0,2.0,6.0
65615,52.0,1.0,16.0,1.0,8000.0,northern_america,0.0,40.0,1.0,1.0
65616,43.0,4.0,22.0,1.0,2002.0,northern_america,1.0,40.0,2.0,1.0
65617,48.0,1.0,19.0,5.0,1006.0,northern_america,0.0,42.0,1.0,1.0
65618,46.0,1.0,23.0,1.0,4840.0,northern_america,0.0,50.0,1.0,1.0
65619,66.0,1.0,19.0,3.0,220.0,northern_america,0.0,55.0,1.0,1.0
65620,22.0,1.0,19.0,5.0,9620.0,northern_america,5.0,40.0,1.0,8.0
65621,31.0,1.0,19.0,5.0,1108.0,northern_america,15.0,40.0,1.0,8.0
65622,20.0,1.0,16.0,5.0,7200.0,northern_america,2.0,40.0,1.0,1.0
65623,42.0,1.0,16.0,5.0,9142.0,eastern_africa,5.0,35.0,1.0,2.0
65624,32.0,2.0,19.0,1.0,3603.0,latin_america,1.0,40.0,2.0,2.0
65625,25.0,1.0,20.0,5.0,3647.0,northern_america,2.0,40.0,1.0,1.0
65626,54.0,7.0,16.0,1.0,4020.0,south_eastern_asia,1.0,70.0,1.0,6.0
65627,38.0,1.0,19.0,1.0,8630.0,northern_america,1.0,45.0,1.0,1.0
65628,42.0,1.0,21.0,1.0,51.0,northern_america,0.0,50.0,1.0,1.0
65629,32.0,4.0,18.0,1.0,3740.0,northern_america,1.0,72.0,1.0,8.0
65630,45.0,1.0,12.0,1.0,7220.0,northern_america,1.0,40.0,1.0,1.0
65631,74.0,1.0,20.0,1.0,4850.0,northern_america,0.0,40.0,1.0,1.0
65632,39.0,1.0,21.0,1.0,110.0,northern_america,0.0,50.0,1.0,1.0
65633,24.0,2.0,18.0,5.0,4435.0,northern_america,13.0,40.0,1.0,1.0
65634,55.0,1.0,20.0,1.0,10.0,northern_america,0.0,50.0,2.0,1.0
65635,30.0,1.0,16.0,5.0,4251.0,latin_america,0.0,40.0,1.0,9.0
65636,24.0,1.0,21.0,5.0,1360.0,south_eastern_asia,17.0,40.0,1.0,6.0
65637,53.0,1.0,22.0,1.0,530.0,south_eastern_asia,1.0,40.0,2.0,6.0
65638,37.0,1.0,21.0,5.0,630.0,northern_america,13.0,50.0,1.0,1.0
65639,28.0,1.0,21.0,1.0,2600.0,northern_america,1.0,40.0,1.0,5.0
65640,20.0,3.0,19.0,5.0,4220.0,northern_america,2.0,25.0,2.0,1.0
65641,36.0,1.0,21.0,5.0,5000.0,northern_america,15.0,40.0,2.0,1.0
65642,50.0,1.0,16.0,5.0,4030.0,latin_america,13.0,38.0,2.0,1.0
65643,47.0,1.0,12.0,1.0,9600.0,latin_america,1.0,40.0,1.0,8.0
65644,53.0,1.0,9.0,5.0,5400.0,latin_america,0.0,40.0,2.0,8.0
65645,23.0,1.0,16.0,3.0,3930.0,northern_america,2.0,40.0,1.0,8.0
65646,39.0,3.0,22.0,1.0,6442.0,latin_america,1.0,40.0,2.0,1.0
65647,39.0,7.0,18.0,5.0,410.0,northern_america,0.0,40.0,1.0,6.0
65648,36.0,1.0,21.0,1.0,705.0,northern_america,0.0,40.0,2.0,9.0
65649,33.0,1.0,19.0,5.0,4020.0,northern_america,12.0,38.0,1.0,1.0
65650,37.0,4.0,21.0,1.0,1360.0,south_central_asia,0.0,40.0,2.0,1.0
65651,41.0,1.0,8.0,3.0,8320.0,latin_america,13.0,25.0,2.0,8.0
65652,55.0,6.0,21.0,1.0,710.0,northern_america,1.0,50.0,2.0,1.0
65653,31.0,1.0,19.0,5.0,4220.0,northern_america,13.0,38.0,1.0,1.0
65654,55.0,1.0,21.0,1.0,4710.0,eastern_asia,0.0,45.0,1.0,6.0
65655,33.0,1.0,21.0,1.0,3110.0,northern_america,0.0,40.0,2.0,9.0
65656,31.0,1.0,21.0,5.0,110.0,northern_america,13.0,40.0,1.0,1.0
65657,45.0,1.0,15.0,1.0,8225.0,latin_america,0.0,40.0,1.0,8.0
65658,59.0,1.0,21.0,3.0,4840.0,northern_america,0.0,50.0,1.0,1.0
65659,39.0,4.0,21.0,1.0,850.0,northern_america,0.0,40.0,2.0,1.0
65660,18.0,1.0,16.0,5.0,5260.0,south_eastern_asia,17.0,20.0,1.0,6.0
65661,35.0,1.0,20.0,1.0,3300.0,northern_america,0.0,45.0,1.0,1.0
65662,19.0,1.0,16.0,5.0,4600.0,northern_america,2.0,30.0,1.0,1.0
65663,43.0,1.0,21.0,1.0,10.0,south_eastern_asia,0.0,45.0,2.0,6.0
65664,60.0,1.0,19.0,1.0,7810.0,latin_america,0.0,40.0,1.0,1.0
65665,17.0,1.0,18.0,5.0,4720.0,northern_america,17.0,50.0,2.0,1.0
65666,21.0,1.0,19.0,5.0,6260.0,northern_america,7.0,24.0,1.0,1.0
65667,26.0,1.0,19.0,5.0,4240.0,northern_america,12.0,50.0,1.0,1.0
65668,34.0,3.0,20.0,4.0,2545.0,northern_america,0.0,34.0,2.0,1.0
65669,30.0,1.0,23.0,1.0,2100.0,northern_america,1.0,40.0,1.0,1.0
65670,26.0,1.0,16.0,1.0,4500.0,northern_america,5.0,40.0,1.0,1.0
65671,35.0,5.0,16.0,5.0,5550.0,northern_america,10.0,40.0,2.0,2.0
65672,51.0,2.0,1.0,1.0,6230.0,latin_america,0.0,40.0,1.0,8.0
65673,56.0,1.0,16.0,1.0,410.0,latin_america,1.0,40.0,1.0,1.0
65674,58.0,1.0,16.0,3.0,4700.0,south_eastern_asia,15.0,35.0,2.0,6.0
65675,60.0,4.0,21.0,3.0,4220.0,earthern_europe,13.0,40.0,1.0,1.0
65676,48.0,6.0,18.0,4.0,4760.0,northern_america,2.0,60.0,1.0,3.0
65677,36.0,1.0,20.0,1.0,5400.0,northern_america,1.0,32.0,2.0,1.0
65678,29.0,1.0,22.0,1.0,4850.0,eastern_asia,1.0,60.0,1.0,6.0
65679,21.0,1.0,19.0,5.0,4720.0,northern_america,2.0,50.0,2.0,8.0
65680,28.0,1.0,18.0,1.0,7210.0,northern_america,0.0,40.0,1.0,1.0
65681,20.0,1.0,19.0,5.0,5400.0,eastern_asia,11.0,25.0,2.0,6.0
65682,66.0,4.0,16.0,1.0,2545.0,northern_america,1.0,40.0,2.0,1.0
65683,47.0,1.0,16.0,1.0,5350.0,latin_america,0.0,40.0,1.0,8.0
65684,41.0,1.0,22.0,1.0,3255.0,northern_america,0.0,40.0,2.0,1.0
65685,37.0,3.0,22.0,1.0,1021.0,northern_america,1.0,50.0,1.0,1.0
65686,56.0,1.0,21.0,1.0,5240.0,south_eastern_asia,1.0,72.0,1.0,6.0
65687,63.0,1.0,19.0,1.0,136.0,northern_america,0.0,40.0,1.0,1.0
65688,30.0,1.0,19.0,5.0,4720.0,northern_america,2.0,25.0,2.0,8.0
65689,24.0,1.0,21.0,5.0,710.0,northern_america,0.0,60.0,1.0,9.0
65690,60.0,1.0,19.0,1.0,9620.0,northern_america,0.0,65.0,1.0,1.0
65691,48.0,7.0,21.0,1.0,2350.0,eastern_asia,10.0,5.0,2.0,6.0
65692,27.0,1.0,20.0,5.0,4522.0,northern_america,2.0,15.0,2.0,1.0
65693,41.0,4.0,20.0,3.0,4720.0,northern_america,2.0,30.0,1.0,2.0
65694,31.0,1.0,15.0,5.0,3602.0,northern_america,0.0,30.0,2.0,8.0
65695,47.0,4.0,22.0,1.0,3150.0,northern_america,1.0,40.0,1.0,9.0
65696,25.0,3.0,21.0,5.0,710.0,northern_america,2.0,40.0,1.0,6.0
65697,59.0,6.0,10.0,1.0,9150.0,latin_america,0.0,40.0,1.0,1.0
65698,64.0,7.0,1.0,5.0,4710.0,latin_america,0.0,40.0,1.0,1.0
65699,48.0,6.0,21.0,1.0,7640.0,northern_america,1.0,20.0,1.0,1.0
65700,37.0,1.0,19.0,5.0,1021.0,northern_america,0.0,40.0,1.0,1.0
65701,43.0,1.0,19.0,1.0,440.0,northern_america,0.0,50.0,1.0,1.0
65702,40.0,1.0,21.0,1.0,3605.0,south_eastern_asia,1.0,15.0,1.0,6.0
65703,68.0,2.0,22.0,5.0,2310.0,northern_america,17.0,40.0,1.0,1.0
65704,25.0,1.0,18.0,5.0,6355.0,northern_america,13.0,40.0,1.0,1.0
65705,50.0,6.0,21.0,1.0,910.0,eastern_asia,0.0,10.0,2.0,6.0
65706,66.0,6.0,23.0,1.0,2100.0,northern_america,0.0,30.0,1.0,1.0
65707,30.0,1.0,20.0,5.0,4435.0,northern_america,13.0,80.0,1.0,1.0
65708,31.0,1.0,21.0,5.0,2632.0,northern_america,2.0,40.0,2.0,1.0
65709,39.0,2.0,21.0,5.0,3300.0,northern_america,2.0,40.0,1.0,6.0
65710,47.0,6.0,17.0,1.0,6260.0,latin_america,0.0,40.0,1.0,1.0
65711,36.0,6.0,21.0,3.0,2635.0,northern_america,0.0,40.0,2.0,1.0
65712,47.0,1.0,21.0,1.0,110.0,south_central_asia,0.0,50.0,1.0,6.0
65713,35.0,2.0,21.0,1.0,800.0,south_eastern_asia,1.0,40.0,2.0,6.0
65714,61.0,1.0,16.0,1.0,8555.0,northern_america,0.0,40.0,1.0,1.0
65715,34.0,1.0,16.0,1.0,9645.0,latin_america,5.0,40.0,1.0,8.0
65716,37.0,2.0,17.0,3.0,3602.0,northern_america,0.0,8.0,2.0,1.0
65717,35.0,1.0,19.0,1.0,5120.0,northern_america,0.0,40.0,2.0,1.0
65718,53.0,4.0,20.0,5.0,5600.0,northern_america,0.0,40.0,2.0,1.0
65719,48.0,3.0,21.0,1.0,3870.0,northern_america,1.0,40.0,1.0,6.0
65720,57.0,1.0,14.0,1.0,300.0,northern_america,1.0,45.0,1.0,8.0
65721,54.0,2.0,21.0,1.0,800.0,northern_america,1.0,40.0,1.0,1.0
65722,25.0,1.0,22.0,5.0,220.0,northern_america,2.0,40.0,2.0,6.0
65723,65.0,7.0,19.0,1.0,10.0,northern_america,0.0,40.0,2.0,1.0
65724,50.0,6.0,19.0,1.0,2016.0,northern_america,1.0,20.0,2.0,1.0
65725,83.0,1.0,18.0,1.0,4920.0,northern_america,0.0,40.0,1.0,1.0
65726,24.0,2.0,21.0,5.0,2310.0,northern_america,2.0,45.0,2.0,1.0
65727,28.0,2.0,16.0,5.0,110.0,northern_america,0.0,20.0,2.0,8.0
65728,19.0,1.0,19.0,5.0,4720.0,northern_america,2.0,18.0,2.0,1.0
65729,45.0,4.0,22.0,1.0,230.0,northern_america,0.0,55.0,1.0,1.0
65730,22.0,1.0,19.0,1.0,4850.0,northern_america,2.0,32.0,2.0,1.0
65731,34.0,1.0,20.0,5.0,750.0,northern_america,12.0,48.0,1.0,1.0
65732,53.0,1.0,11.0,1.0,9610.0,latin_america,10.0,40.0,1.0,1.0
65733,23.0,1.0,21.0,5.0,3255.0,northern_america,2.0,32.0,2.0,6.0
65734,22.0,1.0,21.0,5.0,1350.0,northern_america,0.0,40.0,1.0,1.0
65735,53.0,3.0,21.0,1.0,800.0,south_eastern_asia,0.0,44.0,1.0,6.0
65736,27.0,1.0,20.0,5.0,4110.0,northern_america,2.0,40.0,2.0,8.0
65737,61.0,7.0,16.0,3.0,6260.0,south_central_asia,0.0,40.0,1.0,6.0
65738,37.0,1.0,16.0,4.0,160.0,latin_america,2.0,40.0,2.0,1.0
65739,56.0,3.0,19.0,1.0,6230.0,northern_america,1.0,40.0,1.0,1.0
65740,28.0,1.0,16.0,3.0,9142.0,northern_america,13.0,40.0,1.0,1.0
65741,41.0,1.0,16.0,1.0,4920.0,northern_america,0.0,35.0,2.0,1.0
65742,21.0,1.0,16.0,5.0,4900.0,northern_america,0.0,30.0,2.0,1.0
65743,46.0,1.0,19.0,1.0,4230.0,latin_america,0.0,30.0,2.0,1.0
65744,28.0,1.0,19.0,5.0,7300.0,northern_america,13.0,40.0,2.0,8.0
65745,51.0,1.0,21.0,1.0,102.0,northern_america,1.0,60.0,1.0,2.0
65746,61.0,1.0,20.0,5.0,4760.0,northern_america,0.0,38.0,1.0,1.0
65747,60.0,1.0,23.0,2.0,3010.0,northern_africa,0.0,20.0,2.0,1.0
65748,53.0,1.0,21.0,1.0,440.0,western_europe,0.0,40.0,2.0,1.0
65749,46.0,6.0,11.0,1.0,4230.0,latin_america,1.0,20.0,2.0,1.0
65750,38.0,1.0,21.0,1.0,220.0,northern_america,0.0,40.0,1.0,1.0
65751,25.0,1.0,21.0,5.0,4010.0,northern_america,2.0,40.0,2.0,1.0
65752,58.0,6.0,20.0,3.0,9130.0,northern_america,0.0,32.0,1.0,1.0
65753,20.0,7.0,19.0,5.0,4600.0,northern_america,7.0,6.0,2.0,1.0
65754,38.0,1.0,18.0,5.0,4420.0,northern_america,0.0,45.0,2.0,3.0
65755,66.0,6.0,21.0,1.0,2861.0,northern_america,0.0,12.0,2.0,1.0
65756,66.0,4.0,24.0,5.0,2205.0,northern_america,0.0,20.0,1.0,1.0
65757,49.0,3.0,23.0,1.0,3090.0,northern_america,1.0,40.0,2.0,1.0
65758,36.0,1.0,21.0,5.0,4110.0,northern_america,2.0,50.0,1.0,1.0
65759,48.0,3.0,16.0,4.0,5740.0,northern_america,0.0,40.0,2.0,1.0
65760,24.0,1.0,19.0,5.0,4720.0,northern_america,2.0,20.0,2.0,1.0
65761,26.0,1.0,21.0,1.0,630.0,northern_america,0.0,55.0,2.0,1.0
65762,34.0,1.0,21.0,5.0,120.0,northern_america,13.0,40.0,2.0,6.0
65763,60.0,3.0,23.0,4.0,2310.0,northern_america,0.0,40.0,2.0,1.0
65764,40.0,4.0,16.0,1.0,4010.0,northern_america,0.0,72.0,1.0,1.0
65765,32.0,4.0,22.0,5.0,7020.0,northern_america,2.0,40.0,2.0,2.0
65766,51.0,1.0,21.0,1.0,110.0,south_central_asia,1.0,40.0,2.0,1.0
65767,35.0,6.0,21.0,5.0,4700.0,northern_america,0.0,20.0,2.0,2.0
65768,26.0,3.0,21.0,5.0,2310.0,northern_america,12.0,40.0,1.0,1.0
65769,66.0,1.0,19.0,1.0,3603.0,northern_america,0.0,34.0,1.0,1.0
65770,53.0,2.0,21.0,1.0,800.0,northern_america,1.0,35.0,2.0,1.0
65771,43.0,1.0,22.0,1.0,110.0,northern_america,0.0,40.0,1.0,1.0
65772,54.0,7.0,21.0,1.0,4760.0,northern_america,1.0,20.0,2.0,1.0
65773,35.0,6.0,17.0,1.0,4500.0,latin_america,0.0,40.0,1.0,8.0
65774,24.0,2.0,21.0,5.0,5400.0,northern_america,2.0,40.0,2.0,8.0
65775,69.0,1.0,16.0,3.0,9150.0,northern_america,0.0,10.0,1.0,9.0
65776,24.0,1.0,18.0,1.0,6200.0,northern_america,0.0,40.0,1.0,1.0
65777,63.0,1.0,17.0,1.0,9005.0,northern_america,1.0,55.0,1.0,1.0
65778,61.0,1.0,10.0,1.0,4220.0,latin_america,1.0,40.0,1.0,1.0
65779,21.0,1.0,19.0,5.0,4110.0,eastern_asia,12.0,24.0,1.0,6.0
65780,27.0,6.0,16.0,5.0,4600.0,northern_america,2.0,50.0,2.0,1.0
65781,70.0,6.0,22.0,3.0,1460.0,northern_america,0.0,36.0,1.0,1.0
65782,33.0,1.0,21.0,5.0,5240.0,northern_america,2.0,39.0,2.0,1.0
65783,60.0,2.0,21.0,1.0,350.0,northern_america,0.0,50.0,2.0,1.0
65784,53.0,3.0,20.0,1.0,2310.0,northern_america,1.0,30.0,2.0,1.0
65785,22.0,1.0,16.0,5.0,1541.0,latin_america,12.0,40.0,2.0,1.0
65786,32.0,1.0,1.0,5.0,8990.0,latin_america,2.0,40.0,1.0,1.0
65787,55.0,1.0,21.0,1.0,540.0,northern_america,0.0,50.0,1.0,1.0
65788,62.0,2.0,16.0,4.0,5120.0,northern_america,0.0,38.0,2.0,1.0
65789,31.0,1.0,19.0,5.0,5600.0,northern_america,2.0,25.0,1.0,1.0
65790,59.0,1.0,21.0,4.0,4700.0,south_eastern_asia,0.0,35.0,2.0,6.0
65791,36.0,1.0,17.0,1.0,6260.0,latin_america,10.0,40.0,1.0,8.0
65792,62.0,1.0,11.0,4.0,6050.0,south_eastern_asia,0.0,40.0,2.0,6.0
65793,55.0,1.0,9.0,2.0,9610.0,latin_america,5.0,40.0,2.0,1.0
65794,35.0,6.0,23.0,1.0,2100.0,northern_america,1.0,40.0,1.0,1.0
65795,40.0,3.0,24.0,1.0,2310.0,northern_america,1.0,55.0,2.0,1.0
65796,45.0,1.0,22.0,1.0,2310.0,northern_america,1.0,50.0,2.0,1.0
65797,68.0,4.0,19.0,1.0,5860.0,northern_america,0.0,15.0,2.0,1.0
65798,41.0,1.0,22.0,1.0,1021.0,south_central_asia,0.0,40.0,1.0,6.0
65799,21.0,6.0,18.0,5.0,2920.0,northern_america,10.0,35.0,2.0,1.0
65800,45.0,1.0,22.0,5.0,5600.0,south_eastern_asia,5.0,40.0,2.0,6.0
65801,56.0,1.0,16.0,1.0,7200.0,northern_america,0.0,60.0,1.0,1.0
65802,59.0,7.0,24.0,1.0,2770.0,northern_america,1.0,60.0,1.0,1.0
65803,23.0,1.0,16.0,5.0,9130.0,northern_america,2.0,40.0,1.0,1.0
65804,31.0,1.0,21.0,1.0,2310.0,northern_america,0.0,50.0,2.0,1.0
65805,43.0,1.0,22.0,3.0,310.0,eastern_asia,0.0,45.0,2.0,6.0
65806,56.0,1.0,7.0,1.0,6050.0,latin_america,0.0,40.0,1.0,1.0
65807,46.0,1.0,15.0,1.0,9645.0,latin_america,1.0,40.0,1.0,1.0
65808,26.0,5.0,21.0,3.0,3870.0,northern_america,17.0,85.0,2.0,1.0
65809,50.0,1.0,18.0,3.0,4230.0,latin_america,10.0,35.0,2.0,8.0
65810,35.0,1.0,20.0,1.0,5110.0,earthern_europe,0.0,40.0,2.0,1.0
65811,49.0,1.0,21.0,1.0,4710.0,northern_america,0.0,50.0,2.0,1.0
65812,44.0,1.0,21.0,1.0,800.0,northern_america,0.0,48.0,1.0,1.0
65813,62.0,6.0,15.0,3.0,7010.0,northern_america,2.0,40.0,1.0,1.0
65814,50.0,3.0,19.0,5.0,5250.0,northern_america,0.0,40.0,2.0,1.0
65815,64.0,3.0,21.0,1.0,2310.0,northern_america,1.0,30.0,2.0,6.0
65816,26.0,1.0,16.0,5.0,5120.0,latin_america,4.0,40.0,1.0,8.0
65817,22.0,1.0,21.0,5.0,1825.0,northern_america,0.0,40.0,2.0,1.0
65818,61.0,1.0,19.0,5.0,4521.0,south_eastern_asia,13.0,40.0,2.0,6.0
65819,60.0,3.0,20.0,1.0,2014.0,northern_america,0.0,40.0,2.0,1.0
65820,21.0,1.0,18.0,5.0,9620.0,northern_america,2.0,30.0,1.0,1.0
65821,28.0,1.0,18.0,1.0,6260.0,northern_america,1.0,40.0,1.0,8.0
65822,36.0,1.0,22.0,1.0,1021.0,south_central_asia,0.0,40.0,1.0,6.0
65823,19.0,1.0,19.0,5.0,4900.0,northern_america,12.0,40.0,1.0,8.0
65824,24.0,1.0,21.0,5.0,3255.0,northern_america,13.0,40.0,2.0,1.0
65825,44.0,1.0,17.0,3.0,7150.0,latin_america,0.0,40.0,1.0,1.0
65826,61.0,1.0,1.0,1.0,4220.0,northern_america,0.0,12.0,1.0,2.0
65827,53.0,6.0,22.0,3.0,2805.0,northern_america,0.0,40.0,1.0,1.0
65828,32.0,1.0,21.0,1.0,120.0,south_eastern_asia,0.0,50.0,1.0,6.0
65829,57.0,1.0,20.0,1.0,530.0,northern_america,0.0,40.0,1.0,8.0
65830,30.0,1.0,21.0,1.0,5400.0,northern_america,1.0,40.0,2.0,1.0
65831,19.0,1.0,19.0,5.0,1108.0,northern_america,17.0,20.0,1.0,1.0
65832,40.0,1.0,23.0,1.0,2100.0,northern_america,0.0,45.0,2.0,9.0
65833,34.0,3.0,20.0,1.0,3710.0,latin_america,0.0,40.0,1.0,1.0
65834,60.0,1.0,16.0,1.0,4720.0,northern_america,0.0,24.0,2.0,1.0
65835,28.0,1.0,20.0,5.0,3324.0,northern_america,2.0,40.0,1.0,1.0
65836,26.0,7.0,16.0,1.0,2360.0,northern_america,1.0,40.0,2.0,1.0
65837,72.0,6.0,21.0,1.0,810.0,northern_america,0.0,20.0,1.0,1.0
